,Unnamed: 0,Title,Summary,Published On,news,cleanNews
168,168,Morgan Stanley: An electric pickup from Tesla or Rivian is a 'serious problem' for Detroit,"The highly profitable pickup truck market is the next to be revolutionized by electric vehicles, Morgan Stanley told investors in a note on Thursday.",2019-02-14 13:02:00Z,"Morgan Stanley: An electric pickup from Tesla or Rivian is a 'serious problem' for Detroit The highly profitable truck market the next to be revolutionized by vehicles, Stanley told investors in note on Thursday.",morgan stanley electric pickup tesla rivian serious problem detroit highly profitable truck market next revolutionized vehicles stanley told investors note thursday
169,169,Fed Gov. Brainard: 'Downside risks have definitely increased' on the economy,"Brainard endorsed a patient approach on rate hikes, particularly considering &quot;crosscurrents&quot; that are building up for growth.",2019-02-14 15:05:00Z,"Fed Gov. Brainard: 'Downside risks have definitely increased' on the economy Brainard endorsed a patient approach rate hikes, particularly considering &quot;crosscurrents&quot; that are building up for growth.",fed gov brainard downside risks definitely increased economy brainard endorsed patient approach rate hikes particularly considering quot crosscurrents quot building growth
170,170,China reportedly to boost purchases of US semiconductors to alleviate trade tensions,"China is promising to buy semiconductors in an attempt to alleviate trade tensions with the U.S., according to the Wall Street Journal.",2019-02-14 14:34:00Z,"China reportedly to boost purchases of US semiconductors alleviate trade tensions is promising buy in an attempt with the U.S., according Wall Street Journal.",china reportedly boost purchases us semiconductors alleviate trade tensions promising buy attempt us according wall street journal
171,171,"Retail sales were so bad, it's either suspect data or a recession warning","The sudden and unexpected plunge in December&#039;s retail sales data raised new concerns about recession, but economists also say the biggest drop in nine years clashes with other data and may be suspect.",2019-02-14 16:02:00Z,"Retail sales were so bad, it's either suspect data or a recession warning The sudden and unexpected plunge in December&#039;s retail raised new concerns about recession, but economists also say the biggest drop nine years clashes with other may be suspect.",retail sales bad either suspect data recession warning sudden unexpected plunge december 039 retail raised new concerns recession economists also say biggest drop nine years clashes may suspect
172,172,Watch: Charlie Munger speaks at the Daily Journal annual meeting,Longtime Warren Buffett partner Charlie Munger is set to address shareholders of the Daily Journal in his annual address as chairman.,2019-02-14 17:48:00Z,Watch: Charlie Munger speaks at the Daily Journal annual meeting Longtime Warren Buffett partner is set to address shareholders of in his as chairman.,watch charlie munger speaks daily journal annual meeting longtime warren buffett partner set address shareholders chairman
173,173,"Stocks making the biggest moves midday: MGM Resorts, AIG, Marathon Oil & more",Names on the move ahead of the open.,2019-02-14 17:44:00Z,"Stocks making the biggest moves midday: MGM Resorts, AIG, Marathon Oil & more Names on move ahead of open.",stocks making biggest moves midday mgm resorts aig marathon oil names move ahead open
174,174,A 'sad day' for New York: Democratic congressman says Amazon backed out of HQ2 deal 'too quickly',"&quot;I wish Amazon had stuck it out a little bit longer, because in the long term I believe that this would have been a good deal for both,&quot; said Rep. Gregory Meeks, D-N.Y.",2019-02-14 23:41:00Z,"A 'sad day' for New York: Democratic congressman says Amazon backed out of HQ2 deal 'too quickly' &quot;I wish had stuck it a little bit longer, because in the long term I believe that this would have been good both,&quot; said Rep. Gregory Meeks, D-N.Y.",sad day new york democratic congressman says amazon backed hq2 deal quickly quot wish stuck little bit longer long term believe would good quot said rep gregory meeks d-ny
175,175,The cannabis industry has a number of 'tremendous' tailwinds: 'The Big Short's Danny Moses,"&quot;I&#039;ve never seen a sector have the political tailwinds, the economic tailwinds, and the wellness tailwinds that this sector potentially has,&quot; said legendary investor Danny Moses.",2019-02-15 00:35:00Z,"The cannabis industry has a number of 'tremendous' tailwinds: 'The Big Short's Danny Moses &quot;I&#039;ve never seen sector have the political tailwinds, economic and wellness tailwinds that this potentially has,&quot; said legendary investor Moses.",cannabis industry number tremendous tailwinds big short danny moses quot 039 never seen sector political tailwinds economic wellness tailwinds potentially quot said legendary investor moses
176,176,"China's inflation slows in January, potentially pushing officials to step in, says economist","China&#039;s Consumer Price Index missed expectations in January coming in at 1.7 percent higher than a year ago, the National Bureau of Statistics said on Friday.",2019-02-15 01:39:00Z,"China's inflation slows in January, potentially pushing officials to step in, says economist China&#039;s Consumer Price Index missed expectations January coming at 1.7 percent higher than a year ago, the National Bureau of Statistics said on Friday.",china inflation slows january potentially pushing officials step says economist china 039 consumer price index missed expectations january coming 17 percent higher year ago national bureau statistics said friday
177,177,Singapore's government will likely spend big ahead of an upcoming election,An impending election and the need to spur economic growth mean Singapore will likely � for the first time in four years � spend more than it is projected to earn.,2019-02-15 05:56:00Z,Singapore's government will likely spend big ahead of an upcoming election An impending and the need to spur economic growth mean Singapore � for first time in four years more than it is projected earn.,singapore government likely spend big ahead upcoming election impending need spur economic growth mean singapore  first time four years projected earn
178,178,"Stocks making the biggest moves premarket: PepsiCo, Deere, Newell Brands, CBS & more",Names on the move ahead of the open.,2019-02-15 12:50:00Z,"Stocks making the biggest moves premarket: PepsiCo, Deere, Newell Brands, CBS & more Names on move ahead of open.",stocks making biggest moves premarket pepsico deere newell brands cbs names move ahead open
